Date,Rating,Review,User name,UserLocation,AVG Rating
7/27/2017,2.0 star rating,"Food was just eh...everthing we ordered for a table of 6 was blah.  It wasnt terrible, but I would never go back.  Prices are average for Maui.  We ordered Scallops, Prime Rib, Fresh Catch, Chowder, so we really did try several genres...

So many other options in Maui, don't waste a dinner night here.",Malcolm M.,"Las Vegas, NV",4.0 star rating
10/8/2016,4.0 star rating,"This place was good and I'm glad we stopped in here! We were wandering around the beach walk looking for a place to eat after a long day on the road to Hana. We came across Leilani's which is like right next door to our hotel and decided to eat here.

We ordered a shrimp cocktail for the appetizer which was good. Then I ordered the filet and my husband ordered the prime rib. Both were very good and we enjoyed our dinners. 

The only drawback for mine was this weird tasting wine (?) pepper sauce that was under my mashed potatoes. The filet was perfectly cooked and melt in your mouth tender but then all of a sudden you would accidentally get a taste of that horrible inedible sauce and it would ruin the bite you just took. I don't know if someone liked this sauce before but I don't know how someone can! I actually couldn't even eat the potatoes because they were swimming in it. I was able to eat around it though which was a plus. My husband liked his dinner but complained that he did have au ju sauce to dip his meat in.

Our waitress, who was very sweet, talked us into ordering the hula pie, which they are famous for, and I am glad we did because this was the best part of the dinner and the reason for the fourth star! We got the strawberry special pie and it was fantastic! 

We definitely enjoyed ourselves here and would recommend it to others.",Megan E.,"West Orange, NJ",4.0 star rating
4/7/2017,4.0 star rating,"Great location on the beach. The beach side area is all nicely shaded. Upstairs dinner is a bit more upscale and it reflects in the price. You probably need reservations for dinner inside. I prefer the outside. The menus are slightly different. 

I thought the food was good but not great. The kids menu fish n chips includes one small piece of fish. The fries were good. The ranch and tartar sauce were good. The fish tacos were just ok. Maybe was an off day. I thought the chop chop kale salad was fantastic. Only $11 and it was quite good. The hula pie was good but ice cream with fudge, whipped cream, and cookie crust is always good!

Once again great location, good (but not great) food.",John L.,"Ladera Ranch, CA",4.0 star rating
7/22/2017,3.0 star rating,Service was a little slow even though the wait staff seemed to be moving about pretty quickly.  While waiting on my meal I needed to use the restroom.  On my way back to the table I had to pass the pickup window where the wait staff picks up the food.  I noticed a waiter who sneezed  into his bare hands and immediately picked up two plates with those same nasty hands and promptly took them to some poor souls table.  I could hardly eat me food with that visual still fresh in my head.  I mean I just took a couple of bites and I was done.,Christyle B.,"Los Angeles, CA",4.0 star rating
9/16/2017,4.0 star rating,"Never changes always good, but couldn't have the fish tacos after a certain time upstairs in the restaurant, only downstairs in the grill bar area.",Ron S.,"Novato, CA",4.0 star rating
8/6/2017,3.0 star rating,"Went here for lunch and got the grilled chicken with rice and macaroni salad. It was good, not great. The restaurant has a nice view of the ocean from the upper deck. The cocktails were delcious!",Steve C.,"Boston, MA",4.0 star rating
7/29/2017,5.0 star rating,"We came here on two occasions on our stay in Maui. First we went up to the full dinning experience upstairs. These options and prices were a little higher. We shared a lobster tail and steak with an appetizer of Ahi Poke. Everything tastes great! The service was great and wry professional. 

Since we were so full we couldn't do the dessert that day. We knew we had to come back since we saw everyone else enjoy it. We order the Kimo's original pie and it was everything you want a dessert to be! I'm so glad we came to try it out and might even have to come back before we leave Maui.",Amanda N.,"Portola, CA",4.0 star rating
8/12/2017,5.0 star rating,"Just wow. We went in June and I'd reserved a table months before. They started by putting us in a corner under some stairs but moved us when I asked. We had a gorgeous view of the sunset but even better, the food was phenomenal. Though there aren't vegetarian dishes on the menu, they do have a ""just ask us"" menu. Hubby got some ravioli that was amazing. I'm still thinking about it in June.  Everyone was very, very happy with their meals and it was worth the trip. Attentive waitstaff.  
What a great experience overall.",Ayanna R.,"Lakeland, FL",4.0 star rating
9/22/2016,4.0 star rating,"I have been here for lunch, for dinner and for Hula Pies.

I would have to say, first off, this is my favorite place for Hula Pies. I personally like the Hula Pie without whipped cream, as this tends to dilute the ice cream and hot fudge. Just hop over to the bar and order a drink and dessert, or take it to go!

I like the dinner menu over the lunch. I would skip the appetizers to save room for a Hula Pie and just have a fish entree. This can be a parmesan crusted or nut/panko crusted are great.

I highly recommend getting reservations prior to sunset, so you can watch the sun go down from the second level dinning area",Brandon W.,"San Leandro, CA",4.0 star rating
9/27/2017,5.0 star rating,"EXCELLENT!!! I had the Korean flat iron steak with macaroni and rice. It was delicious! This is a great restaurant, beautiful view, good service, and delicious food. I'll definately come back next time I visit Maui.",Maria A.,"Burbank, CA",4.0 star rating
8/10/2017,4.0 star rating,A bit too noisy but really good and pretty affordable great location free parking with validation. We had the award winning grilled fish tacos 19.95 for 2. But they were big and the fish portion was large. Waiters are friendly and relaxed. You're kind of packed in tight and it's noisy so go early before 6:00 pm. Eat downstairs by the sand it's better than upstairs but doesn't take reservations just walk up.,Claire B.,"Dana Point, CA",4.0 star rating
7/30/2017,5.0 star rating,"One of many expensive but breathtaking restaurants in the area.  Leilani's was the spot for our first dinner upon arrival on the island.  We arrived early for our reservation, and though we were told it would be a 30 minute wait, we were seated after about 10; after just having started our island adult beverages.

We skipped the pupu's and went straight for the entree's.  My opah was delightful, and all the other meals (all fish) were exceptional.  Even our picky eater enjoyed his seafood pasta medley.

It was a great welcome to Maui dinner!",John S.,"Scottsdale, AZ",4.0 star rating
