Date,Rating,Review,Name,Location,Rating_v1
9/16/2017,3.0 star rating,"Overpriced tourist trap.  We weren't too surprised that the prices would be insane but they took it to a new level.  Watered down drinks (their 40 year old recipe mai tai is nothing special...Same as a happy hour at the resort) and the beers come in 1/2 pint glasses.  My wife ordered a salad which was actually pretty large, I had the fish and chips which was about $20, and was a child size portion...literally 3 finger size pieces of fish.

We ordered an appetizer with a hummus type dip and they included barely enough pita bread for one person, we asked for another piece and they obliged...and charged for it.  

Anyway the food was good but not special. we had a $35 lunch with kid size drinks and food and it was over $70.  There are better places everywhere around here.

They did have a great view though....which is what you're paying for.",Scott C.,"Long Beach, CA",4.0 star rating
9/6/2017,2.0 star rating,Just really mediocre. The ahi was seared and rare but had far too much panko on it. Definitely did not add to the dish at all. The cucumber gin drink was weak. The bread and muffins were amazing. The salad was ok. My husbands steak was just alright. Sorta expensive for mediocre.,J. G.,"Santa Cruz, CA",4.0 star rating
9/3/2017,4.0 star rating,We came for a late lunch during happy hour and loved the seared mahi and the fish and chips with the wicked Wahini drinks -delicious!,Really R.,"Turlock, CA",4.0 star rating
12/2/2016,4.0 star rating,"This place seems to be very popular. We got here pretty early so we didn't have to wait much but after we finished, there were a lot of people waiting to be seated. It may have something to do with the view. You have the view of the water and the other island, it is so beautiful.
I ordered fish tacos which was pretty good. It came with a side of tortilla chips, very crunchy. I also ordered a piña colada, which was mixed perfectly!
Would recommend this place! Definitely worth it with the view!",Hannah V.,"Madison, NJ",4.0 star rating
7/17/2017,4.0 star rating,"Excellent for fresh fish. Menu has preparations and the fish is selected seasonally. Great atmosphere. 

I had the Mahi Mahi Kimo's style. We also had a moon cake for dessert. Excellent choices all around.",William V.,"San Francisco, CA",4.0 star rating
9/17/2017,5.0 star rating,"Excellent food, expertly prepared! I had the mahi-mahi ""kimo style"" and it was the most amazingly moist piece of fish. My husband had the prime rib which melted in your mouth, although it had quite a bit of fat on it. A little pricey but well worth the cost. Beautiful view! And the free hula pie on subsequent visits is a nice treat!",Kristin T.,"Seattle, WA",4.0 star rating
8/11/2017,4.0 star rating,"Went here for lunch and it did not disappoint! We had the fire roasted vegetable dip with flatbread and it was awesome! I had the turkey, bacon, and avocado sandwich on focaccia bread, which tasted incredible. My wife had the grilled mahi mahi dish and said it was also delicious. Definitely stop by here if you're in Maui! It's also literally right on the water in Lahaina Town so it has great views!",Steve C.,"Boston, MA",4.0 star rating
9/27/2017,2.0 star rating,"We had dinner at Kimos two nights ago.  We sat on the 2nd floor facing the ocean, great view view!  Service was great.  However, our dinner was very salty, I could not eat all!",Con H.,"Los Angeles, CA",4.0 star rating
9/28/2017,2.0 star rating,"This is a review of late lunch/happy hour.  I have no idea how this place has four stars.  Calamari should be called calmari stuffed breading, not the other way around. Ribs, lol... Yesterdays ribs, reheated and sauced, unedible.  Fish cake was good,fish tacos we're good, margarita was good, and view was amazing. Two kids two adults $120... PASS.",F R.,"Santa Maria, CA",4.0 star rating
8/22/2017,4.0 star rating,Came for lunch. The view is absolutely great and the beer is cold. The fish sandwich was really good too. The kids menu would probably only appeal to a bigger kid. Service is a tad slow but friendly.,Lauren O.,"Eugene, OR",4.0 star rating
9/26/2017,3.0 star rating,Overrated. Seating was very mismanaged by hostesses.  Gf and I split coconut marlin.  Flavor was good and spicy but fish was overcooked and dry.   They are a seafood restaurant and they can't even cook seafood properly.  Head to lahaina fish company right down the street for better food and similar views,Mike B.,"Portland, OR",4.0 star rating
9/17/2017,5.0 star rating,Really great! The drinks were delicious and meals were excellent as well. The Panko Crusted Ahi was to die for!,Amanda C.,"Lacey, WA",4.0 star rating
8/16/2017,3.0 star rating,The food left something to be desired and the alcoholic beverages are standard and nothing special but what really stood out was their Hula Pie which was absolutely amazing. If you're looking for a place to have dessert and watch the sunset this is a great place for that. They have a great ocean view with seating under shade and out close to the water,Gloria G.,"Mesquite, TX",4.0 star rating
9/16/2017,5.0 star rating,This is my favorite restaurant in Maui. Catching a sunset dinner here you feel isolated from the world. The most romantic restaurant my wife and I have ever been too. The service is always great the food even better. The kushiyaki skewers were done perfectly. My wife had lobster topped fresh fish of the night and she said it was amazing. Every time we come to Maui we come here and will continue to do so. Make sure you get he hula pie for dessert if you have room you won't be disappointed.,Zack K.,"San Diego, CA",4.0 star rating
4/10/2017,4.0 star rating,"We came for a special brunch.  The service was great and drinks were flowing.  I ordered the broke da mouth plate - came by with teriyaki chicken, ribs, coleslaw, and jasmine rice.  

The chicken was cooked well.  Skewered and doused in teriyaki.  It sauce was sweet and the coleslaw and rice was a good complement to the meal. 

The ribs were good.  Comes with about 3/4 ribs.  I devoured them and they were cooked well.  They were tender, but not fall off the bone.",Richie H.,"Philadelphia, PA",4.0 star rating
8/29/2016,4.0 star rating,"I usually just come to Kimo's for their famous Hula Pie but this time we did a late lunch, which definitely impressed. 

I had the chopped chicken salad which was one of my top salads of the summer. It had delicious smoky applewood bacon and fried chickpeas that contrasted so well with fresh edamame and asian pear. The chicken was grilled fine but it to me was not the star of the show and I was okay with that enjoying all of the mix-ins dressed in a tasty buttermilk dressing. The actual romaine though looked like it was prepared very early that morning and was starting to brown a little bit at the ends, but it wasn't wilted. I would order the salad again because it was flavorful and filling without making me feel gross. We also ordered roasted vegetable salad and the clear star was Maui's surfing goat cheese, so tangy yet smooth and balanced. The ahi poke and tuna stack was also well-done. Poke super fresh and the avocado at the perfect consistency to serve. I was very impressed with the food overall!

But the best, BEST thing about Kimo's is their Hula Pie! A heaping portion of macadamia nut ice cream sits atop a dense oreo cookie crust and is covered in chocolate sauce and whipped cream. The ice cream is loaded with lightly toasted mac nuts. It's special from its dramatic presentation and for being on a special plate with special sporks. A spork is the way to go. It's a great Maui dessert and I encourage it to be a tradition. Kimo's also wants it to be a tradition and after dining there once, you can receive a free slice of Hula pie if you return and have two entrees if you bring back the first receipt. It's worth it if you are in the area!",Emily P.,"Oakland, CA",4.0 star rating
